Tanggal Transaksi,Lokasi Pembelian,Tipe,Merek,Warna,Jenis Kelamin,Kota,Propinsi,Usia,Jenis Pembayaran,Pekerjaan,Pendidikan,Harga Jual
26/04/2018,SIDOARJO,XIAOMI MI A2 LITE 3/32 GB,XIAOMI,MERAH,LAKI-LAKI,GRESIK,JAWA TIMUR,25,KREDIT,PELAJAR/MAHASISWA,SMA,1649000
26/04/2018,SIDOARJO,XIAOMI MI A2 LITE 3/32 GB,XIAOMI,PUTIH,LAKI-LAKI,SIDOARJO,JAWA TIMUR,38,TUNAI,KARYAWAN SWASTA,SARJANA (S1),1649000
26/04/2018,SURABAYA,XIAOMI MI A2 LITE 3/32 GB,XIAOMI,PUTIH,LAKI-LAKI,SURABAYA,JAWA TIMUR,23,KREDIT,LAIN-LAIN,SMA,1649000
26/04/2018,SUMENEP,XIAOMI MI A2 LITE 3/32 GB,XIAOMI,PUTIH,LAKI-LAKI,SUMENEP,JAWA TIMUR,55,TUNAI,PNS,SMA,1649000
26/04/2018,BANGKALAN,XIAOMI MI A2 LITE 3/32 GB,XIAOMI,PUTIH,PEREMPUAN,BANGKALAN,JAWA TIMUR,26,KREDIT,PELAJAR/MAHASISWA,SMA,1649000
26/04/2018,JOMBANG,XIAOMI MI A2 LITE 3/32 GB,XIAOMI,PUTIH,PEREMPUAN,JOMBANG,JAWA TIMUR,44,KREDIT,IBU RUMAH TANGGA,SMA,1649000
26/04/2018,SURABAYA,XIAOMI MI A2 LITE 3/32 GB,XIAOMI,PUTIH,LAKI-LAKI,SURABAYA,JAWA TIMUR,35,TUNAI,IBU RUMAH TANGGA,SMA,1649000
26/04/2018,SURABAYA,XIAOMI MI A2 LITE 3/32 GB,XIAOMI,PUTIH,PEREMPUAN,SIDOARJO,JAWA TIMUR,42,KREDIT,KARYAWAN SWASTA,SMA,1649000
26/04/2018,SIDOARJO,XIAOMI MI A2 LITE 3/32 GB,XIAOMI,PUTIH,LAKI-LAKI,SURABAYA,JAWA TIMUR,28,KREDIT,KARYAWAN SWASTA,SARJANA (S1),1649000
26/04/2018,SUMENEP,XIAOMI MI A2 LITE 3/32 GB,XIAOMI,PUTIH,LAKI-LAKI,SUMENEP,JAWA TIMUR,35,TUNAI,WIRASWASTA,SMA,1649000
26/04/2018,SURABAYA,XIAOMI MI A2 LITE 3/32 GB,XIAOMI,PUTIH,PEREMPUAN,SURABAYA,JAWA TIMUR,47,KREDIT,WIRASWASTA,SMA,1649000
26/04/2018,SURABAYA,XIAOMI MI A2 LITE 3/32 GB,XIAOMI,PUTIH,PEREMPUAN,SURABAYA,JAWA TIMUR,35,KREDIT,IBU RUMAH TANGGA,SMA,1649000
26/04/2018,MOJOKERTO,XIAOMI MI A2 LITE 4/64 GB,XIAOMI,HITAM,PEREMPUAN,MOJOKERTO,JAWA TIMUR,33,TUNAI,IBU RUMAH TANGGA,LAIN-LAIN,1649000
26/04/2018,SURABAYA,SAMSUNG GALAXY S9,SAMSUNG,HITAM,LAKI-LAKI,BANYUWANGI,JAWA TIMUR,21,TUNAI,PELAJAR/MAHASISWA,SMA,1649000
26/04/2018,SURABAYA,OPPO F9 6 GB,OPPO,PUTIH,LAKI-LAKI,SIDOARJO,JAWA TIMUR,21,KREDIT,PELAJAR/MAHASISWA,SMA,1649000
26/04/2018,SURABAYA,OPPO F7 6 GB,OPPO,BIRU,PEREMPUAN,SURABAYA,JAWA TIMUR,29,KREDIT,LAIN-LAIN,SMA,1649000
26/04/2018,SIDOARJO,OPPO F7 6 GB,OPPO,BIRU,LAKI-LAKI,SIDOARJO,JAWA TIMUR,54,TUNAI,TNI/POLRI,SARJANA (S1),1649000
26/04/2018,BANGKALAN,VIVO XSHOT,VIVO,ABU-ABU,PEREMPUAN,BANGKALAN,JAWA TIMUR,35,TUNAI,IBU RUMAH TANGGA,SARJANA (S1),1649000
26/04/2018,BANGKALAN,VIVO XSHOT,VIVO,ABU-ABU,PEREMPUAN,BANGKALAN,JAWA TIMUR,29,KREDIT,IBU RUMAH TANGGA,SMA,1649000
26/04/2018,SIDOARJO,VIVO XSHOT,VIVO,ABU-ABU,PEREMPUAN,SIDOARJO,JAWA TIMUR,40,TUNAI,LAIN-LAIN,SMA,1649000
26/04/2018,MOJOKERTO,VIVO XSHOT,VIVO,ABU-ABU,LAKI-LAKI,MOJOKERTO,JAWA TIMUR,33,KREDIT,KARYAWAN SWASTA,LAIN-LAIN,1649000
26/04/2018,BANGKALAN,VIVO XSHOT,VIVO,ABU-ABU,LAKI-LAKI,SAMPANG,JAWA TIMUR,44,TUNAI,WIRASWASTA,SMA,1649000
26/04/2018,SIDOARJO,VIVO XSHOT,VIVO,HITAM,LAKI-LAKI,SURABAYA,JAWA TIMUR,42,TUNAI,KARYAWAN SWASTA,SMA,1649000
26/04/2018,SURABAYA,VIVO XSHOT,VIVO,HITAM,LAKI-LAKI,JEMBER,JAWA TIMUR,21,TUNAI,PELAJAR/MAHASISWA,SMA,1649000
26/04/2018,SUMENEP,VIVO XSHOT,VIVO,HITAM,LAKI-LAKI,SUMENEP,JAWA TIMUR,41,TUNAI,WIRASWASTA,SMA,1649000
26/04/2018,SIDOARJO,VIVO XSHOT,VIVO,HITAM,LAKI-LAKI,SIDOARJO,JAWA TIMUR,58,KREDIT,KARYAWAN SWASTA,SMA,1649000
26/04/2018,GRESIK,VIVO XSHOT,VIVO,HITAM,PEREMPUAN,SIDOARJO,JAWA TIMUR,43,KREDIT,IBU RUMAH TANGGA,SMA,1649000
26/04/2018,GRESIK,VIVO XSHOT,VIVO,HITAM,LAKI-LAKI,GRESIK,JAWA TIMUR,35,KREDIT,KARYAWAN SWASTA,SMA,1649000
26/04/2018,SIDOARJO,VIVO XSHOT,VIVO,HITAM,PEREMPUAN,SIDOARJO,JAWA TIMUR,28,KREDIT,LAIN-LAIN,SMA,1649000
26/04/2018,SIDOARJO,VIVO XSHOT,VIVO,HITAM,LAKI-LAKI,SIDOARJO,JAWA TIMUR,47,KREDIT,KARYAWAN SWASTA,SARJANA (S1),1649000
26/04/2018,BANGKALAN,VIVO XSHOT,VIVO,HITAM,LAKI-LAKI,BANGKALAN,JAWA TIMUR,36,TUNAI,PELAJAR/MAHASISWA,SMA,1649000
26/04/2018,SIDOARJO,VIVO XSHOT,VIVO,HITAM,LAKI-LAKI,GRESIK,JAWA TIMUR,37,KREDIT,KARYAWAN SWASTA,SARJANA (S1),1649000
26/04/2018,GRESIK,VIVO XSHOT,VIVO,HITAM,LAKI-LAKI,SURABAYA,JAWA TIMUR,32,KREDIT,KARYAWAN SWASTA,SMA,1649000
26/04/2018,BOJONEGORO,VIVO XSHOT,VIVO,MERAH,PEREMPUAN,BOJONEGORO,JAWA TIMUR,25,KREDIT,WIRASWASTA,SMP,1649000
26/04/2018,MOJOKERTO,VIVO XSHOT,VIVO,PUTIH,PEREMPUAN,MOJOKERTO,JAWA TIMUR,26,KREDIT,IBU RUMAH TANGGA,LAIN-LAIN,1649000
26/04/2018,TUBAN,VIVO XSHOT,VIVO,PUTIH,LAKI-LAKI,BOJONEGORO,JAWA TIMUR,55,KREDIT,LAIN-LAIN,SARJANA (S1),1649000
26/04/2018,BOJONEGORO,VIVO XSHOT,VIVO,PUTIH,PEREMPUAN,BOJONEGORO,JAWA TIMUR,40,KREDIT,IBU RUMAH TANGGA,SMA,1649000
26/04/2018,BANGKALAN,VIVO XSHOT,VIVO,PUTIH,LAKI-LAKI,BANGKALAN,JAWA TIMUR,49,TUNAI,PNS,SARJANA (S1),1649000
26/04/2018,SUMENEP,VIVO XSHOT,VIVO,PUTIH,LAKI-LAKI,SUMENEP,JAWA TIMUR,32,KREDIT,KARYAWAN SWASTA,SMA,1649000
26/04/2018,MOJOKERTO,VIVO XSHOT,VIVO,PUTIH,LAKI-LAKI,MOJOKERTO,JAWA TIMUR,39,TUNAI,PNS,LAIN-LAIN,1649000
26/04/2018,SURABAYA,VIVO XPLAY 3S,VIVO,ABU-ABU,PEREMPUAN,SURABAYA,JAWA TIMUR,53,KREDIT,PNS,SMA,1649000
26/04/2018,SURABAYA,VIVO XPLAY 3S,VIVO,ABU-ABU,LAKI-LAKI,SURABAYA,JAWA TIMUR,25,KREDIT,PELAJAR/MAHASISWA,SMA,1649000
26/04/2018,SIDOARJO,VIVO XPLAY 3S,VIVO,ABU-ABU,LAKI-LAKI,SIDOARJO,JAWA TIMUR,65,KREDIT,WIRASWASTA,SMA,1649000
26/04/2018,SIDOARJO,VIVO XPLAY 3S,VIVO,HITAM,LAKI-LAKI,SIDOARJO,JAWA TIMUR,38,KREDIT,WIRASWASTA,SMA,1649000
26/04/2018,TUBAN,VIVO XPLAY 3S,VIVO,HITAM,PEREMPUAN,TUBAN,JAWA TIMUR,34,TUNAI,PROFESIONAL (GURU/DOSEN/DOKTER),SMA,1649000
26/04/2018,GRESIK,VIVO XPLAY 3S,VIVO,HITAM,PEREMPUAN,GRESIK,JAWA TIMUR,43,TUNAI,IBU RUMAH TANGGA,SMA,1649000
26/04/2018,SURABAYA,VIVO XPLAY 3S,VIVO,HITAM,PEREMPUAN,SURABAYA,JAWA TIMUR,36,KREDIT,KARYAWAN SWASTA,SMA,1649000
26/04/2018,SIDOARJO,VIVO XPLAY 3S,VIVO,PUTIH,LAKI-LAKI,PASURUAN,JAWA TIMUR,37,KREDIT,WIRASWASTA,SMA,1649000
26/04/2018,SIDOARJO,VIVO XPLAY 3S,VIVO,PUTIH,PEREMPUAN,SURABAYA,JAWA TIMUR,44,KREDIT,WIRASWASTA,SMA,1649000
26/04/2018,SIDOARJO,VIVO XPLAY 3S,VIVO,PUTIH,LAKI-LAKI,SIDOARJO,JAWA TIMUR,42,KREDIT,WIRASWASTA,SMA,1649000
26/04/2018,TUBAN,VIVO XPLAY 3S,VIVO,PUTIH,LAKI-LAKI,TUBAN,JAWA TIMUR,61,KREDIT,PNS,SMA,1649000
26/04/2018,SIDOARJO,IPHONE SE 16 GB,APPLE,HITAM,LAKI-LAKI,SURABAYA,JAWA TIMUR,27,KREDIT,LAIN-LAIN,SMA,1649000
26/04/2018,SURABAYA,IPHONE SE 16 GB,APPLE,HITAM,LAKI-LAKI,SURABAYA,JAWA TIMUR,55,KREDIT,WIRASWASTA,SMA,1649000
26/04/2018,TUBAN,IPHONE SE 16 GB,APPLE,HITAM,LAKI-LAKI,TUBAN,JAWA TIMUR,32,KREDIT,WIRASWASTA,SMA,1649000
26/04/2018,MOJOKERTO,IPHONE SE 16 GB,APPLE,HITAM,LAKI-LAKI,MOJOKERTO,JAWA TIMUR,25,TUNAI,PELAJAR/MAHASISWA,SMA,1649000
26/04/2018,SURABAYA,IPHONE SE 16 GB,APPLE,MERAH,LAKI-LAKI,SURABAYA,JAWA TIMUR,24,KREDIT,KARYAWAN SWASTA,SMA,1649000
26/04/2018,SURABAYA,IPHONE SE 16 GB,APPLE,MERAH,LAKI-LAKI,SURABAYA,JAWA TIMUR,29,TUNAI,PELAJAR/MAHASISWA,SMA,1649000
26/04/2018,GRESIK,IPHONE SE 16 GB,APPLE,MERAH,LAKI-LAKI,GRESIK,JAWA TIMUR,24,KREDIT,PELAJAR/MAHASISWA,SMA,1649000
26/04/2018,SIDOARJO,IPHONE 5C 32 GB,APPLE,HITAM,LAKI-LAKI,SIDOARJO,JAWA TIMUR,48,KREDIT,KARYAWAN SWASTA,SMA,1649000
26/04/2018,TUBAN,IPHONE 5C 16 GB,APPLE,BIRU,LAKI-LAKI,BOJONEGORO,JAWA TIMUR,35,KREDIT,WIRASWASTA,SMA,1649000
26/04/2018,SIDOARJO,IPHONE 5C 16 GB,APPLE,BIRU,LAKI-LAKI,SIDOARJO,JAWA TIMUR,34,TUNAI,WIRASWASTA,SMA,1649000
26/04/2018,BOJONEGORO,IPHONE 5C 16 GB,APPLE,BIRU,LAKI-LAKI,BOJONEGORO,JAWA TIMUR,32,KREDIT,PELAJAR/MAHASISWA,SMA,1649000
26/04/2018,SURABAYA,IPHONE 5C 16 GB,APPLE,BIRU,LAKI-LAKI,SURABAYA,JAWA TIMUR,37,KREDIT,KARYAWAN SWASTA,SMA,1649000
26/04/2018,BOJONEGORO,IPHONE 5C 16 GB,APPLE,BIRU,LAKI-LAKI,BOJONEGORO,JAWA TIMUR,64,KREDIT,PNS,SMA,1649000
26/04/2018,SURABAYA,IPHONE 6S 16 GB,APPLE,BIRU,LAKI-LAKI,JEMBER,JAWA TIMUR,21,TUNAI,PELAJAR/MAHASISWA,SMA,1649000
26/04/2018,SURABAYA,IPHONE 6S 16 GB,APPLE,BIRU,LAKI-LAKI,BANYUWANGI,JAWA TIMUR,21,TUNAI,PELAJAR/MAHASISWA,SMA,1649000
26/04/2018,BOJONEGORO,IPHONE 6S 16 GB,APPLE,BIRU,LAKI-LAKI,BOJONEGORO,JAWA TIMUR,24,KREDIT,PELAJAR/MAHASISWA,SMA,1649000
26/04/2018,SURABAYA,XIAOMI MI 6 4/64 GB,XIAOMI,ABU-ABU,LAKI-LAKI,SIDOARJO,JAWA TIMUR,31,TUNAI,KARYAWAN SWASTA,SMA,1649000
26/04/2018,SURABAYA,XIAOMI MI 6 4/64 GB,XIAOMI,ABU-ABU,LAKI-LAKI,SURABAYA,JAWA TIMUR,49,TUNAI,KARYAWAN SWASTA,SMA,1649000
26/04/2018,SURABAYA,XIAOMI MI 6 4/64 GB,XIAOMI,ABU-ABU,LAKI-LAKI,SURABAYA,JAWA TIMUR,25,KREDIT,WIRASWASTA,SMA,1649000
26/04/2018,SURABAYA,XIAOMI MI 6 4/64 GB,XIAOMI,ABU-ABU,PEREMPUAN,SURABAYA,JAWA TIMUR,35,KREDIT,KARYAWAN SWASTA,SMA,1649000
26/04/2018,SURABAYA,XIAOMI MI 6 4/64 GB,XIAOMI,ABU-ABU,LAKI-LAKI,SURABAYA,JAWA TIMUR,37,KREDIT,KARYAWAN SWASTA,SMA,1649000
26/04/2018,GRESIK,XIAOMI MI 6 4/64 GB,XIAOMI,ABU-ABU,PEREMPUAN,MOJOKERTO,JAWA TIMUR,27,KREDIT,KARYAWAN SWASTA,SMA,1649000
26/04/2018,SUMENEP,XIAOMI MI 6 4/64 GB,XIAOMI,ABU-ABU,LAKI-LAKI,PAMEKASAN,JAWA TIMUR,46,TUNAI,WIRASWASTA,SMA,1649000
26/04/2018,SUMENEP,XIAOMI MI 6 4/64 GB,XIAOMI,HITAM,LAKI-LAKI,SUMENEP,JAWA TIMUR,30,TUNAI,LAIN-LAIN,SMA,1649000
26/04/2018,SIDOARJO,XIAOMI MI 6 4/64 GB,XIAOMI,HITAM,PEREMPUAN,SURABAYA,JAWA TIMUR,37,KREDIT,KARYAWAN SWASTA,SMA,1649000
26/04/2018,SURABAYA,XIAOMI MI 6 4/64 GB,XIAOMI,HITAM,LAKI-LAKI,SURABAYA,JAWA TIMUR,41,KREDIT,KARYAWAN SWASTA,SMA,1649000
26/04/2018,GRESIK,XIAOMI MI 6 4/64 GB,XIAOMI,HITAM,PEREMPUAN,GRESIK,JAWA TIMUR,34,KREDIT,IBU RUMAH TANGGA,SMA,1649000
26/04/2018,SIDOARJO,XIAOMI MI 6 4/64 GB,XIAOMI,HITAM,PEREMPUAN,SIDOARJO,JAWA TIMUR,41,KREDIT,IBU RUMAH TANGGA,SARJANA (S1),1649000
26/04/2018,GRESIK,XIAOMI MI 6 4/64 GB,XIAOMI,HITAM,LAKI-LAKI,SURABAYA,JAWA TIMUR,19,KREDIT,PELAJAR/MAHASISWA,SMA,1649000
26/04/2018,TUBAN,XIAOMI MI 6 4/64 GB,XIAOMI,HITAM,PEREMPUAN,TUBAN,JAWA TIMUR,59,KREDIT,PNS,SMA,1649000
26/04/2018,SIDOARJO,XIAOMI MI 6 4/64 GB,XIAOMI,HITAM,LAKI-LAKI,SURABAYA,JAWA TIMUR,22,KREDIT,PELAJAR/MAHASISWA,SMA,1649000
26/04/2018,BOJONEGORO,XIAOMI MI 6 4/64 GB,XIAOMI,MERAH,PEREMPUAN,BOJONEGORO,JAWA TIMUR,60,KREDIT,WIRASWASTA,SMA,1649000
26/04/2018,GRESIK,XIAOMI MI 6 4/64 GB,XIAOMI,MERAH,LAKI-LAKI,GRESIK,JAWA TIMUR,49,KREDIT,KARYAWAN SWASTA,SMA,1649000
26/04/2018,SURABAYA,XIAOMI MI 6 4/64 GB,XIAOMI,MERAH,LAKI-LAKI,SURABAYA,JAWA TIMUR,25,KREDIT,KARYAWAN SWASTA,SMA,1649000
26/04/2018,SIDOARJO,XIAOMI MI 6 4/64 GB,XIAOMI,MERAH,LAKI-LAKI,SIDOARJO,JAWA TIMUR,18,KREDIT,KARYAWAN SWASTA,SMA,1649000
26/04/2018,GRESIK,XIAOMI MI 6 4/64 GB,XIAOMI,PUTIH,PEREMPUAN,GRESIK,JAWA TIMUR,32,KREDIT,IBU RUMAH TANGGA,SMA,1649000
26/04/2018,SURABAYA,XIAOMI MI 6 4/64 GB,XIAOMI,PUTIH,LAKI-LAKI,GRESIK,JAWA TIMUR,56,KREDIT,KARYAWAN SWASTA,SMA,1649000
26/04/2018,TUBAN,XIAOMI MI 6 4/64 GB,XIAOMI,PUTIH,LAKI-LAKI,TUBAN,JAWA TIMUR,41,KREDIT,WIRASWASTA,SMA,1649000
26/04/2018,SIDOARJO,XIAOMI MI 6 4/64 GB,XIAOMI,PUTIH,PEREMPUAN,MOJOKERTO,JAWA TIMUR,49,KREDIT,LAIN-LAIN,SMA,1649000
26/04/2018,SURABAYA,XIAOMI MI 6 4/64 GB,XIAOMI,PUTIH,LAKI-LAKI,SURABAYA,JAWA TIMUR,53,KREDIT,KARYAWAN SWASTA,SMA,1649000
26/04/2018,SURABAYA,XIAOMI MI 6 4/64 GB,XIAOMI,PUTIH,LAKI-LAKI,SURABAYA,JAWA TIMUR,46,KREDIT,KARYAWAN SWASTA,SMA,1649000
26/04/2018,SURABAYA,XIAOMI MI 6 4/64 GB,XIAOMI,PUTIH,LAKI-LAKI,SURABAYA,JAWA TIMUR,34,KREDIT,KARYAWAN SWASTA,SMA,1649000
26/04/2018,SIDOARJO,OPPO F1S,OPPO,HITAM,PEREMPUAN,SURABAYA,JAWA TIMUR,55,KREDIT,PNS,SARJANA (S1),1649000
26/04/2018,SIDOARJO,OPPO F1,OPPO,MERAH,LAKI-LAKI,SIDOARJO,JAWA TIMUR,53,TUNAI,TNI/POLRI,AKADEMI/DIPLOMA,1649000
26/04/2018,MOJOKERTO,OPPO F1,OPPO,MERAH,PEREMPUAN,MOJOKERTO,JAWA TIMUR,60,KREDIT,KARYAWAN SWASTA,LAIN-LAIN,1649000
26/04/2018,JOMBANG,SAMSUNG GALAXY A8 PLUS,SAMSUNG,HITAM,LAKI-LAKI,JOMBANG,JAWA TIMUR,28,KREDIT,KARYAWAN SWASTA,SMA,1649000
26/04/2018,SURABAYA,SAMSUNG GALAXY A8 PLUS,SAMSUNG,HITAM,LAKI-LAKI,SURABAYA,JAWA TIMUR,30,KREDIT,KARYAWAN SWASTA,SMA,1649000
26/04/2018,SURABAYA,SAMSUNG GALAXY A8 PLUS,SAMSUNG,HITAM,LAKI-LAKI,SURABAYA,JAWA TIMUR,24,KREDIT,WIRASWASTA,SMA,1649000
26/04/2018,BANGKALAN,SAMSUNG GALAXY A8 PLUS,SAMSUNG,HITAM,LAKI-LAKI,BANGKALAN,JAWA TIMUR,58,KREDIT,WIRASWASTA,SMA,1649000
26/04/2018,JOMBANG,SAMSUNG GALAXY A8 PLUS,SAMSUNG,HITAM,LAKI-LAKI,JOMBANG,JAWA TIMUR,28,KREDIT,KARYAWAN SWASTA,SMA,1649000
26/04/2018,SURABAYA,SAMSUNG GALAXY A8 PLUS,SAMSUNG,HITAM,LAKI-LAKI,SURABAYA,JAWA TIMUR,45,KREDIT,TNI/POLRI,SMA,1649000
26/04/2018,SURABAYA,SAMSUNG GALAXY A8 PLUS,SAMSUNG,HITAM,PEREMPUAN,SURABAYA,JAWA TIMUR,53,KREDIT,IBU RUMAH TANGGA,SMA,1649000
26/04/2018,SIDOARJO,SAMSUNG GALAXY A8 PLUS,SAMSUNG,HITAM,LAKI-LAKI,SIDOARJO,JAWA TIMUR,39,KREDIT,PNS,SMA,1649000
26/04/2018,MOJOKERTO,SAMSUNG GALAXY A8 PLUS,SAMSUNG,HITAM,LAKI-LAKI,MOJOKERTO,JAWA TIMUR,40,KREDIT,WIRASWASTA,LAIN-LAIN,1649000
26/04/2018,SURABAYA,SAMSUNG GALAXY A8 PLUS,SAMSUNG,HITAM,PEREMPUAN,SURABAYA,JAWA TIMUR,27,KREDIT,PELAJAR/MAHASISWA,SMA,1649000
26/04/2018,SIDOARJO,SAMSUNG GALAXY A8 PLUS,SAMSUNG,HITAM,LAKI-LAKI,SIDOARJO,JAWA TIMUR,35,KREDIT,KARYAWAN SWASTA,SARJANA (S1),1649000
26/04/2018,MOJOKERTO,SAMSUNG GALAXY A8 PLUS,SAMSUNG,HITAM,LAKI-LAKI,MOJOKERTO,JAWA TIMUR,45,TUNAI,KARYAWAN SWASTA,LAIN-LAIN,1649000
26/04/2018,SURABAYA,SAMSUNG GALAXY A8 PLUS,SAMSUNG,MERAH,PEREMPUAN,SURABAYA,JAWA TIMUR,26,KREDIT,KARYAWAN SWASTA,SMA,1649000
26/04/2018,GRESIK,SAMSUNG GALAXY A8 PLUS,SAMSUNG,MERAH,LAKI-LAKI,GRESIK,JAWA TIMUR,57,KREDIT,NELAYAN/PERIKANAN,SMA,1649000
26/04/2018,BOJONEGORO,SAMSUNG GALAXY A8 PLUS,SAMSUNG,MERAH,PEREMPUAN,BOJONEGORO,JAWA TIMUR,41,TUNAI,LAIN-LAIN,SD,1649000
26/04/2018,SURABAYA,SAMSUNG GALAXY A8 PLUS,SAMSUNG,MERAH,PEREMPUAN,SURABAYA,JAWA TIMUR,24,TUNAI,PELAJAR/MAHASISWA,SMA,1649000
26/04/2018,JOMBANG,SAMSUNG GALAXY A8 PLUS,SAMSUNG,MERAH,LAKI-LAKI,JOMBANG,JAWA TIMUR,44,KREDIT,LAIN-LAIN,SMP,1649000
26/04/2018,BOJONEGORO,SAMSUNG GALAXY A8 PLUS,SAMSUNG,MERAH,LAKI-LAKI,BOJONEGORO,JAWA TIMUR,23,TUNAI,PELAJAR/MAHASISWA,SMA,1649000
26/04/2018,JOMBANG,SAMSUNG GALAXY A8 PLUS,SAMSUNG,MERAH,LAKI-LAKI,JOMBANG,JAWA TIMUR,54,KREDIT,TNI/POLRI,SARJANA (S1),1649000
26/04/2018,SIDOARJO,SAMSUNG GALAXY A8 PLUS,SAMSUNG,MERAH,LAKI-LAKI,SIDOARJO,JAWA TIMUR,29,TUNAI,KARYAWAN SWASTA,SMA,1649000
26/04/2018,MOJOKERTO,SAMSUNG GALAXY A8 PLUS,SAMSUNG,MERAH,LAKI-LAKI,MOJOKERTO,JAWA TIMUR,44,KREDIT,WIRASWASTA,SMA,1649000
26/04/2018,JOMBANG,SAMSUNG GALAXY A8 PLUS,SAMSUNG,MERAH,LAKI-LAKI,JOMBANG,JAWA TIMUR,28,KREDIT,KARYAWAN SWASTA,SMA,1649000
26/04/2018,TUBAN,SAMSUNG GALAXY A8 PLUS,SAMSUNG,MERAH,LAKI-LAKI,LAMONGAN,JAWA TIMUR,33,TUNAI,WIRASWASTA,SMA,1649000
26/04/2018,BOJONEGORO,SAMSUNG GALAXY A8 PLUS,SAMSUNG,MERAH,PEREMPUAN,BOJONEGORO,JAWA TIMUR,29,KREDIT,WIRASWASTA,SMA,1649000
26/04/2018,MOJOKERTO,SAMSUNG GALAXY A8 PLUS,SAMSUNG,MERAH,LAKI-LAKI,MOJOKERTO,JAWA TIMUR,32,TUNAI,KARYAWAN SWASTA,SMA,1649000
26/04/2018,MOJOKERTO,SAMSUNG GALAXY A8 PLUS,SAMSUNG,MERAH,LAKI-LAKI,MOJOKERTO,JAWA TIMUR,25,TUNAI,KARYAWAN SWASTA,SMA,1649000
26/04/2018,GRESIK,SAMSUNG GALAXY A8 PLUS,SAMSUNG,MERAH,LAKI-LAKI,SURABAYA,JAWA TIMUR,42,KREDIT,LAIN-LAIN,SMA,1649000
26/04/2018,SIDOARJO,SAMSUNG GALAXY A8 PLUS,SAMSUNG,MERAH,LAKI-LAKI,SIDOARJO,JAWA TIMUR,54,KREDIT,KARYAWAN SWASTA,SMA,1649000
26/04/2018,SURABAYA,SAMSUNG GALAXY A8 PLUS,SAMSUNG,MERAH,LAKI-LAKI,SURABAYA,JAWA TIMUR,48,KREDIT,KARYAWAN SWASTA,SMA,1649000
26/04/2018,SIDOARJO,SAMSUNG GALAXY A8 PLUS,SAMSUNG,MERAH,LAKI-LAKI,SIDOARJO,JAWA TIMUR,39,KREDIT,KARYAWAN SWASTA,AKADEMI/DIPLOMA,1649000
26/04/2018,MOJOKERTO,SAMSUNG GALAXY A8 PLUS,SAMSUNG,MERAH,PEREMPUAN,MOJOKERTO,JAWA TIMUR,59,KREDIT,IBU RUMAH TANGGA,SMA,1649000
26/04/2018,TUBAN,SAMSUNG GALAXY A8 PLUS,SAMSUNG,MERAH,PEREMPUAN,TUBAN,JAWA TIMUR,51,KREDIT,IBU RUMAH TANGGA,SMA,1649000
26/04/2018,SURABAYA,SAMSUNG GALAXY A8 PLUS,SAMSUNG,PUTIH,LAKI-LAKI,SIDOARJO,JAWA TIMUR,47,KREDIT,KARYAWAN SWASTA,SMA,1649000
26/04/2018,SURABAYA,SAMSUNG GALAXY A8 PLUS,SAMSUNG,PUTIH,LAKI-LAKI,SURABAYA,JAWA TIMUR,19,KREDIT,PELAJAR/MAHASISWA,SMA,1649000
26/04/2018,GRESIK,SAMSUNG GALAXY A8 PLUS,SAMSUNG,PUTIH,LAKI-LAKI,SURABAYA,JAWA TIMUR,25,KREDIT,PELAJAR/MAHASISWA,SMA,1649000
26/04/2018,TUBAN,SAMSUNG GALAXY A8 PLUS,SAMSUNG,PUTIH,PEREMPUAN,BOJONEGORO,JAWA TIMUR,45,KREDIT,WIRASWASTA,SMP,1649000
26/04/2018,BOJONEGORO,SAMSUNG GALAXY A8 PLUS,SAMSUNG,PUTIH,PEREMPUAN,BOJONEGORO,JAWA TIMUR,46,KREDIT,IBU RUMAH TANGGA,SMA,1649000
26/04/2018,TUBAN,SAMSUNG GALAXY A8 PLUS,SAMSUNG,PUTIH,LAKI-LAKI,TUBAN,JAWA TIMUR,26,KREDIT,WIRASWASTA,SMA,1649000
26/04/2018,BOJONEGORO,SAMSUNG GALAXY A8 PLUS,SAMSUNG,PUTIH,PEREMPUAN,BOJONEGORO,JAWA TIMUR,29,KREDIT,WIRASWASTA,SMA,1649000
26/04/2018,SURABAYA,SAMSUNG GALAXY A8 PLUS,SAMSUNG,PUTIH,LAKI-LAKI,SURABAYA,JAWA TIMUR,36,KREDIT,KARYAWAN SWASTA,SMA,1649000
26/04/2018,SUMENEP,SAMSUNG GALAXY A8 PLUS,SAMSUNG,PUTIH,LAKI-LAKI,SAMPANG,JAWA TIMUR,41,TUNAI,WIRASWASTA,SMA,1649000
26/04/2018,SURABAYA,SAMSUNG GALAXY A8 PLUS,SAMSUNG,PUTIH,LAKI-LAKI,SURABAYA,JAWA TIMUR,61,TUNAI,KARYAWAN SWASTA,SMA,1649000
26/04/2018,SURABAYA,SAMSUNG GALAXY A8 PLUS,SAMSUNG,PUTIH,LAKI-LAKI,GRESIK,JAWA TIMUR,23,KREDIT,KARYAWAN SWASTA,SMA,1649000
26/04/2018,SIDOARJO,SAMSUNG GALAXY A8 PLUS,SAMSUNG,PUTIH,LAKI-LAKI,SURABAYA,JAWA TIMUR,36,TUNAI,PNS,PASCA SARJANA (S2/S3),1649000
